production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
600,2024-06-02,09-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.70329,S,1707.69123
601,2024-06-02,09-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.35097,E,544.78056
602,2024-06-02,09-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.52718,W,1114.78617
603,2024-06-02,09-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.49099,NE,1443.67344
604,2024-06-02,09-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.86509,SE,624.74716
605,2024-06-02,09-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,3.13356,E,0.0
606,2024-06-02,09-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.70931,W,500.11055
607,2024-06-02,09-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.22931,S,1952.42828
608,2024-06-02,09-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.66842,E,1352.24337
609,2024-06-02,09-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.3391,NE,1088.85353
610,2024-06-02,09-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.70672,E,1570.05561
611,2024-06-02,09-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.92394,SE,622.31183
612,2024-06-02,09-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.95697,W,1393.37753
613,2024-06-02,10-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.92876,N,1053.46378
614,2024-06-02,10-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.98076,SW,1362.48549
615,2024-06-02,10-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.20729,N,756.40221
616,2024-06-02,10-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.46523,W,1093.11608
617,2024-06-02,10-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.91223,W,1216.02847
618,2024-06-02,10-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.53924,SE,887.05394
619,2024-06-02,10-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.18605,SW,1575.19251
620,2024-06-02,10-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,6.63935,W,0.0
621,2024-06-02,10-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,17.64852,E,0.0
622,2024-06-02,10-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.48017,SW,1033.06972
623,2024-06-02,10-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.2367,SW,1278.69787
624,2024-06-02,10-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.34426,N,1501.4507
625,2024-06-02,10-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.3078,S,1555.47552
626,2024-06-02,10-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.53238,W,1152.43283
627,2024-06-02,10-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,11.40749,N,0.0
628,2024-06-02,10-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.93354,SW,1048.99704
629,2024-06-02,10-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.12054,NE,1739.71693
630,2024-06-02,10-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Fault,Engineering,11.47894,SE,0.0
631,2024-06-02,11-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.6781,E,500.28007
632,2024-06-02,11-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,17.23783,SE,0.0
633,2024-06-02,11-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.66958,SE,1153.89693
634,2024-06-02,11-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.50378,NE,1771.609
635,2024-06-02,11-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.40466,SW,1118.03663
636,2024-06-02,11-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,24.31223,N,0.0
637,2024-06-02,11-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.57644,E,884.97126
638,2024-06-02,11-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.03546,SE,1593.42154
639,2024-06-02,11-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.14783,S,1608.24694
640,2024-06-02,11-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.50717,SE,1889.39882
641,2024-06-02,11-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.85075,N,694.2971
642,2024-06-02,11-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.95097,SW,1418.27131
643,2024-06-02,11-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.64486,SE,1200.2934
644,2024-06-02,11-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.9388,SE,1354.80823
645,2024-06-02,11-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.52766,SW,675.05864
646,2024-06-02,11-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.15938,NE,1447.85622
647,2024-06-02,11-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,15.45617,SE,0.0
648,2024-06-02,11-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.55553,NW,1258.86198
649,2024-06-02,12-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.47871,NW,1683.92823
650,2024-06-02,12-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.23429,SW,1009.47654
651,2024-06-02,12-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.88701,SE,1246.54303
652,2024-06-02,12-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,7.08852,NE,0.0
653,2024-06-02,12-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.13045,SE,1525.67439
654,2024-06-02,12-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.92273,S,575.43659
655,2024-06-02,12-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.91044,NW,1329.1111
656,2024-06-02,12-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.12887,S,515.87861
657,2024-06-02,12-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,24.12653,NE,0.0
658,2024-06-02,12-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.52752,N,1927.11622
659,2024-06-02,12-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,15.44725,NE,0.0
660,2024-06-02,12-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.41259,NW,1237.67605
661,2024-06-02,12-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.71379,SE,1695.42739
662,2024-06-02,12-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.57192,SW,1503.17381
663,2024-06-02,12-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.12638,W,939.53425
664,2024-06-02,12-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.49683,E,1081.35076
665,2024-06-02,12-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.88274,N,1599.83881
666,2024-06-02,12-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.4601,SE,1870.08824
667,2024-06-02,13-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.40258,W,1946.13941
668,2024-06-02,13-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.52852,SE,1571.08068
669,2024-06-02,13-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.06075,SE,1583.98612
670,2024-06-02,13-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.28331,NE,894.61817
671,2024-06-02,13-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.16329,SE,1078.58917
672,2024-06-02,13-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.0214,W,1181.50136
673,2024-06-02,13-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.87689,NE,1567.3574
674,2024-06-02,13-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.39804,N,1277.54962
675,2024-06-02,13-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.67595,NW,612.80507
676,2024-06-02,13-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.34864,E,1301.64804
677,2024-06-02,13-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.92815,N,886.23246
678,2024-06-02,13-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.93193,NW,989.95284
679,2024-06-02,13-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.60185,NE,793.68356
680,2024-06-02,13-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.42471,SE,687.19467
681,2024-06-02,13-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.64097,S,1645.56292
682,2024-06-02,13-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.98771,SW,1749.48271
683,2024-06-02,13-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.09229,NE,1085.34563
684,2024-06-02,13-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.63469,N,1218.15896
685,2024-06-02,14-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.60947,W,1476.01613
686,2024-06-02,14-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.62261,W,1136.82943
687,2024-06-02,14-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.5366,N,1574.61519
688,2024-06-02,14-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.48736,S,1005.72367
689,2024-06-02,14-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.7824,S,1732.98865
690,2024-06-02,14-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,5.67377,SW,0.0
691,2024-06-02,14-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.94208,E,1894.77214
692,2024-06-02,14-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.67771,NW,1903.23915
693,2024-06-02,14-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.9656,E,1519.75261
694,2024-06-02,14-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,4.87854,NW,0.0
695,2024-06-02,14-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.78502,N,1629.37757
696,2024-06-02,14-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.36335,NE,1174.7923
697,2024-06-02,14-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.70832,NE,1883.3092
698,2024-06-02,14-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.50365,SW,1362.66667
699,2024-06-02,14-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,7.34082,E,0.0
700,2024-06-02,14-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.26072,S,651.20678
701,2024-06-02,14-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.4209,SE,1972.72413
702,2024-06-02,14-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.62783,E,1275.10807
703,2024-06-02,15-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.83313,SW,1830.82842
704,2024-06-02,15-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.81436,SE,1042.70186
705,2024-06-02,15-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.7881,NE,1319.49338
706,2024-06-02,15-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.35739,N,1625.51478
707,2024-06-02,15-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.38435,E,849.82661
708,2024-06-02,15-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,11.11232,NE,0.0
709,2024-06-02,15-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.39371,SE,519.37652
710,2024-06-02,15-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.16508,NE,1942.36272
711,2024-06-02,15-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.21539,E,703.66369
712,2024-06-02,15-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.35797,N,1662.29817
713,2024-06-02,15-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.35977,N,545.02246
714,2024-06-02,15-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.08195,NE,1008.67762
715,2024-06-02,15-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.13244,NW,1968.02393
716,2024-06-02,15-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.9718,E,592.0183
717,2024-06-02,15-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.12674,S,857.84904
718,2024-06-02,15-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.61488,W,1660.78084
719,2024-06-02,15-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.90416,W,1776.16347
720,2024-06-02,15-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.31879,W,544.40124
721,2024-06-02,16-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.71341,SW,1921.34047
722,2024-06-02,16-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.28559,SW,1339.3558
723,2024-06-02,16-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.09923,W,730.27041
724,2024-06-02,16-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.63778,SE,1364.89262
725,2024-06-02,16-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.15402,S,716.93234
726,2024-06-02,16-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.26486,N,1383.64754
727,2024-06-02,16-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.89853,SW,1495.4872
728,2024-06-02,16-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.48075,SW,1968.19481
729,2024-06-02,16-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.70272,SE,692.89122
730,2024-06-02,16-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.20413,W,1429.65813
731,2024-06-02,16-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.27346,SE,565.89239
732,2024-06-02,16-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.57689,W,1266.80472
733,2024-06-02,16-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.74165,E,846.37389
734,2024-06-02,16-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,15.6885,S,0.0
735,2024-06-02,16-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.97605,NW,1821.64205
736,2024-06-02,16-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.57928,S,1207.4961
737,2024-06-02,16-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.65961,SW,771.21652
738,2024-06-02,16-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.39071,NE,1637.2752
739,2024-06-02,17-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.9679,NE,985.81481
740,2024-06-02,17-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.23975,E,1635.24914
741,2024-06-02,17-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.40275,E,693.90529
742,2024-06-02,17-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.62664,SE,1474.0591
743,2024-06-02,17-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.52183,SW,921.60191
744,2024-06-02,17-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.79718,NE,1787.5972
745,2024-06-02,17-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.44678,N,1144.58825
746,2024-06-02,17-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.50295,SW,786.8033
747,2024-06-02,17-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.23022,S,1639.73332
748,2024-06-02,17-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.60985,N,1197.63768
749,2024-06-02,17-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.76891,W,1228.92557
750,2024-06-02,17-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.81363,NW,1007.65613
751,2024-06-02,17-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.20767,NE,1149.79078
752,2024-06-02,17-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.69555,N,1974.6003
753,2024-06-02,17-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.62933,SE,622.87625
754,2024-06-02,17-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.61817,NW,1206.09823
755,2024-06-02,17-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.10469,SE,1695.0575
756,2024-06-02,17-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.10327,N,608.12024
757,2024-06-02,18-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.68555,W,1013.58907
758,2024-06-02,18-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.002,N,1916.38973
759,2024-06-02,18-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.29948,NE,1982.60951
760,2024-06-02,18-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.95711,W,1615.01034
761,2024-06-02,18-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.55988,SW,1379.24509
762,2024-06-02,18-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.05283,N,984.36066
763,2024-06-02,18-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.21174,E,885.41178
764,2024-06-02,18-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.61965,NW,1834.6432
765,2024-06-02,18-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.34297,N,1649.00711
766,2024-06-02,18-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.66124,NW,718.92184
767,2024-06-02,18-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.22877,SE,1410.86232
768,2024-06-02,18-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,17.30481,N,0.0
769,2024-06-02,18-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.68502,SW,672.72192
770,2024-06-02,18-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.65644,SE,995.92561
771,2024-06-02,18-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.47504,N,1866.06762
772,2024-06-02,18-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,2.43876,NW,0.0
773,2024-06-02,18-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.06416,SW,1298.1653
774,2024-06-02,18-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.10088,NE,1720.37252
775,2024-06-02,19-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.59807,W,1030.95024
776,2024-06-02,19-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.65497,NE,1171.25516
777,2024-06-02,19-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.58656,NE,1443.21569
778,2024-06-02,19-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.27267,S,1533.95104
779,2024-06-02,19-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,20.29081,S,0.0
780,2024-06-02,19-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.92231,E,1311.5684
781,2024-06-02,19-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.98147,S,1967.16863
782,2024-06-02,19-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.35067,N,516.16665
783,2024-06-02,19-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,7.07163,W,0.0
784,2024-06-02,19-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,12.80003,NW,0.0
785,2024-06-02,19-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.60089,S,1007.81341
786,2024-06-02,19-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.4684,N,798.84222
787,2024-06-02,19-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.59833,NW,1601.43812
788,2024-06-02,19-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.82114,N,1171.81714
789,2024-06-02,19-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,20.23966,S,0.0
790,2024-06-02,19-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.8745,W,1370.1204
791,2024-06-02,19-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.48955,S,1240.37421
792,2024-06-02,19-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.17212,S,1698.95846
793,2024-06-02,20-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.11108,SE,522.80797
794,2024-06-02,20-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.37658,SW,1200.66284
795,2024-06-02,20-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.13659,E,1908.00709
796,2024-06-02,20-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.4521,NW,614.21774
797,2024-06-02,20-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.29688,N,1974.11492
798,2024-06-02,20-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.09312,N,704.4385
799,2024-06-02,20-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.84774,SE,1911.45605
800,2024-06-02,20-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.7366,SW,609.79595
801,2024-06-02,20-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.63477,NW,1731.08771
802,2024-06-02,20-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.97896,W,1223.09278
803,2024-06-02,20-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.48154,S,728.07885
804,2024-06-02,20-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.1113,SW,1736.15716
805,2024-06-02,20-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.69321,SE,1955.1618
806,2024-06-02,20-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.84135,N,1919.62326
807,2024-06-02,20-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.73083,E,673.77399
808,2024-06-02,20-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.25172,W,959.40364
809,2024-06-02,20-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.86216,NW,1658.07102
810,2024-06-02,20-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.21422,E,769.25025
811,2024-06-02,21-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Inspection,Maintenance,9.11141,W,0.0
812,2024-06-02,21-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.89843,SE,1890.20371
813,2024-06-02,21-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.09614,N,1942.33147
814,2024-06-02,21-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.28076,NW,1390.74515
815,2024-06-02,21-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.56336,NE,1956.73212
